HH7_region,country_orig,matched_name1,matched_name2,matched_name3,matched_name123,NAME_0,NAME_1,NAME_12,NAME_2,NAME_3,Abs_Lat,CGIAR_Aridity_Index,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Isothermality,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Mean_Diurnal_Range,CHELSA_BIO_Mean_Temperature_of_Coldest_Quarter,CHELSA_BIO_Mean_Temperature_of_Driest_Quarter,CHELSA_BIO_Mean_Temperature_of_Warmest_Quarter,CHELSA_BIO_Mean_Temperature_of_Wettest_Quarter,CHELSA_BIO_Min_Temperature_of_Coldest_Month,CHELSA_BIO_Precipitation_Seasonality,CHELSA_BIO_Precipitation_of_Coldest_Quarter,CHELSA_BIO_Precipitation_of_Driest_Month,CHELSA_BIO_Precipitation_of_Driest_Quarter,CHELSA_BIO_Precipitation_of_Warmest_Quarter,CHELSA_BIO_Precipitation_of_Wettest_Month,CHELSA_BIO_Precipitation_of_Wettest_Quarter,CHELSA_BIO_Temperature_Annual_Range,CHELSA_BIO_Temperature_Seasonality,CIFOR_TropicalPeatlandDepth,CIFOR_TropicalPeatlandExtent,CMS_HeterotrophicRespiration_usingEquationFromBondLamberty2004,CMS_HeterotrophicRespiration_usingEquationFromSubke2006,CMS_SoilRespiration_mean,CSP_Global_Human_Modification,ConsensusLandCoverClass_Barren,ConsensusLandCoverClass_Cultivated_and_Managed_Vegetation,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,ConsensusLandCoverClass_Herbaceous_Vegetation,ConsensusLandCoverClass_Mixed_Other_Trees,ConsensusLandCoverClass_Open_Water,ConsensusLandCoverClass_Regularly_Flooded_Vegetation,ConsensusLandCoverClass_Shrubs,ConsensusLandCoverClass_Snow_Ice,ConsensusLandCoverClass_Urban_Builtup,ConsensusLandCover_Human_Development_Percentage,CrowtherLab_Tree_Density,EarthEnvCloudCover_CloudForestPrediction,EarthEnvCloudCover_Mean,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Contrast_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Dissimilarity_EVI,EarthEnvTexture_Entropy_EVI,EarthEnvTexture_Evenness_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTexture_Maximum_EVI,EarthEnvTexture_Range_EVI,EarthEnvTexture_Shannon_Index,EarthEnvTexture_Simpson_Index,EarthEnvTexture_Std_EVI,EarthEnvTexture_Uniformity_EVI,EarthEnvTexture_Variance_EVI,EarthEnvTopoMed_1stOrderPartialDerivEW,EarthEnvTopoMed_1stOrderPartialDerivNS,EarthEnvTopoMed_2ndOrderPartialDerivEW,EarthEnvTopoMed_2ndOrderPartialDerivNS,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Eastness,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Northness,EarthEnvTopoMed_ProfileCurvature,EarthEnvTopoMed_Roughness,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TangentialCurvature,EarthEnvTopoMed_TerrainRuggednessIndex,EarthEnvTopoMed_TopoPositionIndex,EarthEnvTopoMed_VectorRuggednessMeasure,EsaCci_BurntAreasProbability,FanEtAl_Depth_to_Water_Table_AnnualMean,FanEtAl_Depth_to_Water_Table_AnnualSD,GHS_Population_Density,GLW3_RuminantsDistribution_downsampled10km,GPWv4_Population_Density,GiriEtAl_MangrovesExtent,GoshEtAl_GlobalGDP2006,IPCC_Global_Biomass,MODIS_EVI,MODIS_FPAR,MODIS_GPP,MODIS_LAI,MODIS_NDVI,MODIS_NPP,MODIS_Nadir_Reflectance_Band1,MODIS_Nadir_Reflectance_Band2,MODIS_Nadir_Reflectance_Band3,MODIS_Nadir_Reflectance_Band4,MODIS_Nadir_Reflectance_Band5,MODIS_Nadir_Reflectance_Band6,MODIS_Nadir_Reflectance_Band7,NASA_ForestCanopyHeight,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,Resolve_Biome,Resolve_Ecoregion,SG_Absolute_depth_to_bedrock,SG_Bulk_density_015cm,SG_CEC_015cm,SG_Clay_Content_015cm,SG_Coarse_fragments_015cm,SG_Depth_to_bedrock,SG_H2O_Capacity_015cm,SG_SOC_Content_015cm,SG_SOC_Density_015cm,SG_SOC_Stock_005cm_to_015cm,SG_Saturated_H2O_Content_015cm,SG_Silt_Content_015cm,SG_Soil_H2O_Capacity_pF_20_015cm,SG_Soil_pH_H2O_015cm,SpawnEtAl_HarmonizedAGBiomass,SpawnEtAl_HarmonizedBGBiomass,TootchiEtAl_WetlandsRegularlyFlooded,UNEP_WCMC_Biomass,WCS_Human_Footprint_2009,WWF_Biome,WWF_Ecoregion
Tubas & Northen Valley,Palestine,,Tubas,,Tubas,Palestina,West Bank,,Tubas,,32.30955574,1836.942964,2077.889428,202.63587,491.2352465,-2305.177681,351.7798868,-2608.508421,119.2852898,280.2429536,280.2429536,119.9085671,63.3183891,107.4231821,333.791424,0.532906884,1.603027397,1.603027397,120.1154887,335.6536729,-2443.038505,3307.189169,0,0,314.8314736,310.6228054,498.0055454,0.60688779,15.07244776,66.7211329,0,0,0,4.014391359,0.044692995,0.00914419,0,13.83735309,0,0.329259873,67.05039277,9.435986356,0,2762.853839,815.9649652,142286.348,2016.489951,26791.55332,26851.9205,9311.863374,3396.576445,1308.509566,1043.630796,19309.73271,8277.940563,294.2554236,790.0525637,100274.2956,0.034507816,-0.000671296,-9.80E-06,1.52E-06,0.027299234,0.375736781,0.044519855,75.33500951,0.011069253,-4.58E-05,63.14012397,5.392712703,3.58E-05,19.93404168,-0.522304785,0.002086076,0.040602053,40.94207215,0.285932998,6.80295778,8711.367226,583.2135466,0,0.647657887,1386.767387,1878.611251,22.77436318,4947.20733,4.130225642,2705.241702,2917.538559,1927.902126,3230.614676,880.8135868,1447.436568,3680.813513,3501.518212,2590.637786,3.63076082,2.78168247,12,791,2760.994558,1519.235327,23.92823762,34.69137794,17.55014995,196.4304215,24.41771302,9.865505067,112.350834,12.28064943,41.10161551,39.76621726,12.42725033,80.07125261,1.139714576,2.082760967,0.250709995,3.377063406,16.57614536,12,81207
Tulkarm,Palestine,,Tulkarm,,Tulkarm,Palestina,West Bank,,Tulkarm,,32.31600999,3092.193781,1865.738608,192.8616088,710.2307598,-2307.986266,325.1190799,-2622.751877,116.7344687,264.6831943,264.6831943,117.6012309,68.4220892,107.6164031,467.4253915,0.530861928,1.689584784,1.689584784,180.9048877,501.7478497,-2474.803014,2797.096168,0,0,417.4832191,418.2102985,731.805116,0.802096516,1.370361183,79.17834841,0.163335958,0,0,1.327469991,0.148161729,0,0,17.37253972,0,0.421977287,79.6003257,126.6608591,0,3442.673533,720.0669845,92792.74518,2024.002427,21570.75424,26101.59709,9186.125287,3906.291912,1455.099199,863.3039267,18132.05947,8050.655835,238.9584893,865.62622,65838.41594,-0.021019386,0.003860001,1.55E-06,3.00E-05,0.058113387,-0.342764114,-0.054894358,208.7182846,-0.001027951,-1.90E-05,54.91585691,4.539050519,4.05E-05,18.44481749,0.256625244,0.002117275,0,36.49688771,0.288979751,54.7969619,13990.25067,596.6903076,0,2.202243105,1412.270344,2279.80335,28.3258037,7349.539454,4.938387279,3324.914335,4363.145588,1507.275264,2924.369753,806.5721652,1250.310335,3374.074656,3059.553602,2183.839525,8.017550527,3.190427402,12,791,3151.592832,1497.394101,23.39279669,33.42904544,15.54846373,195.7973729,23.99119815,13.63774125,149.9395601,17.18906578,41.48977366,35.16436201,12.67863255,78.20327088,1.386058592,1.99742854,0.013818206,3.175978694,27.7750105,12,81207
Alto Paraguay,Paraguay,Alto Paraguay,,,Alto Paraguay,Paraguay,Alto Paraguay,,,,20.58973329,3927.839587,1962.403411,252.1321162,1069.385966,-2173.967638,328.4058877,-2640.27092,207.3515584,214.574068,282.6871299,280.9695907,164.7191851,57.47746075,70.92201474,20.66806187,67.56613099,466.8876924,161.0795864,471.8607222,-2567.813298,42.81894978,0.013050857,0.008900532,616.2431441,621.0402868,1248.091766,0.070598818,0.386858083,7.258721194,39.05466502,22.78095555,0.000115844,0.783781494,22.43076611,0.133248556,1.098203065,6.070309925,0,0.023701266,7.28242246,55928.36338,5.24E-06,5743.238199,281.0626527,36218.15069,2061.396068,12646.22981,21995.04442,8829.979029,5481.413154,2346.55368,501.4030631,14274.43656,7065.379101,143.6363148,1484.393874,26351.95111,0.00046215,-0.000306505,2.89E-07,1.34E-07,-0.062322586,0.170194289,0.024655244,143.5239495,-0.016310526,-1.46E-07,3.47808319,0.253228913,4.76E-07,1.135063112,0.0075227,2.35E-05,0.249710717,12.98064309,0.226695416,0.013021764,1191.675887,0.245508975,0,0.001100144,9693.241677,3997.05091,57.60778787,13917.56577,19.79855742,6701.175886,5154.158536,568.264886,2873.715225,317.1899472,654.3976994,3171.624449,2214.387752,1076.993241,10.57660158,48.05740814,7,569,3980.449001,1238.03269,15.52915729,24.01080469,1.959235607,199.9232536,20.26238669,16.55131133,227.6702718,22.92403528,47.77178296,24.72996811,17.4458773,62.71399777,32.28077266,16.27578803,0.039536577,44.1092695,2.04487495,7,60210
Alto Paraná,Paraguay,Alto Paraná,,,Alto ParanÃ¡,Paraguay,Alto ParanÃ¡,,,,25.39285526,10580.5186,1577.43807,217.3731438,1840.188995,-2238.366896,304.8560757,-2644.695299,166.6290615,178.2419428,257.7949955,236.1277861,129.0952741,24.12228925,301.7377776,89.11641673,273.2397162,568.9960544,203.2090787,587.8457122,-2555.739199,630.897302,0.026864359,0.02151291,511.5903004,515.3245122,967.0036194,0.356320501,0.08488235,48.53738859,3.05840323,17.93989798,0.007147287,1.104481331,11.31640758,2.519058774,1.455917183,13.28582884,0,0.677500149,49.21488874,14638.5984,0,5282.841063,720.0652994,305811.0631,2474.092702,39626.50361,27953.19025,9456.345737,2600.848468,1091.046836,1559.515995,21343.25967,8608.994195,453.6212942,685.0949975,222066.696,0.000888852,0.000264891,1.31E-05,1.03E-05,0.038587709,0.038977006,0.033168611,260.9026658,0.063320696,9.14E-06,19.70381811,1.730701486,1.10E-05,6.220412267,0.337752857,0.000222897,0.106656745,21.39125786,0.153531349,3.44893922,1653.193943,61.88289919,0,0.272157529,7219.594442,4131.347923,56.33122747,19752.95046,19.20871611,6395.010091,10007.78363,648.4041415,3128.43799,293.6491409,641.9721625,3153.153577,2281.203386,1217.332964,7.160229133,4.758057681,1,439,1725.340618,1131.528567,14.24968808,42.85117647,1.978579833,199.6097853,25.38188438,23.91988415,366.8061812,34.71482465,52.44008781,18.1293612,15.48272953,55.08222017,15.7212895,7.344277747,0.096712015,24.16270143,9.558953654,1,60150
Asunción,Paraguay,Asunción,,,AsunciÃ³n,Paraguay,AsunciÃ³n,,,,25.27945954,8040.42531,1749.436072,226.6597628,1462.593198,-2272.477624,320.5831401,-2645.794285,173.0858318,183.995414,272.3610937,260.7748103,134.0653842,38.55109051,170.0302752,50.13295991,151.4866235,465.4874513,186.6561066,539.3809074,-2544.982249,905.8511387,0.033656779,0.036957004,517.0459103,520.8811397,981.3479481,0.794139432,0.691904348,13.35136025,1.801453126,4.056032354,0,3.074937102,5.846057984,6.515248419,3.947024383,17.47045545,0,43.2596346,56.61099485,4545.811201,0,5210.500388,1341.163374,340551.8779,2644.353823,41497.60131,27606.05905,9504.118374,2566.45147,1101.600235,1710.444076,21354.18655,8620.522245,490.3867629,711.1597277,259865.2618,-0.003960815,0.00462108,9.25E-07,2.35E-06,0.158240299,-0.149219006,-0.097527107,91.89118014,0.109983733,-4.84E-06,13.33573562,1.161101889,9.85E-06,4.126509264,-0.046474171,8.54E-05,0.003960092,8.224410939,0.23403046,248.1244321,900.5632007,4143.625685,0,25.31759613,4687.070052,2534.80769,44.67196884,10759.13282,12.46522127,4212.800625,4869.538017,985.2544802,2512.768515,503.5030814,855.9167603,2787.46098,2325.666658,1677.544366,3.462553711,12.52249054,7,571,3355.953606,1214.986582,13.1086542,27.74923837,5.122068293,199.4010341,20.14645634,24.48341177,269.663636,28.5302956,48.46541613,18.45262267,16.307413,57.64960322,8.252058583,8.726323987,0.235188982,12.37556076,34.68564407,7,60708
Boquerón,Paraguay,Boquerón,,,BoquerÃ³n,Paraguay,BoquerÃ³n,,,,21.90423705,2939.001913,2015.987846,243.6862148,820.2612259,-2208.523104,333.7860917,-2634.505869,190.265129,206.3635658,283.2985813,275.519826,148.0827992,70.25852376,39.86665743,9.795902282,31.91903634,367.0309561,136.8644605,395.5333162,-2545.796707,664.5813991,0.00442339,0.004561675,533.1878444,537.1364383,1025.183507,0.097696836,0.686811348,15.08242,65.70894958,3.030665102,0,1.551933311,6.100830031,0.015836692,0.25076044,7.514745558,0,0.05533244,15.13775244,56671.76128,5.66E-06,5764.652685,270.1356534,31596.15752,1695.255942,11194.82625,20360.24207,8667.311256,5925.362451,2759.087071,437.3136758,12961.42064,6625.931678,123.5557059,1810.906323,22093.05023,0.000596617,-0.00022153,-5.97E-07,-1.61E-07,-0.099553889,0.258631293,0.031528655,198.3804522,-0.012499297,-5.91E-07,2.47078567,0.163416028,1.71E-08,0.822153951,-0.010505006,4.44E-06,0.012880545,18.73000113,0.228319135,0.041853962,1818.005615,0.727084958,0,0.003085352,8900.385319,3519.226145,49.43585681,9118.002855,14.6976254,6015.629278,2937.12082,730.0478987,2779.900249,391.3455603,729.8410933,3222.485397,2538.878636,1420.146861,8.045835895,49.78754494,7,569,4330.896529,1240.060388,14.33557817,24.91694395,5.711928179,199.9997417,20.87168714,18.48569826,235.5464656,24.07467179,47.98848982,28.63403506,18.13162076,66.62322171,23.91174605,19.02695766,0.003153554,31.8664896,2.634922932,7,60210
Caaguazú,Paraguay,Caaguazú,,,CaaguazÃº,Paraguay,CaaguazÃº,,,,25.18634552,9351.216036,1672.808303,220.630347,1751.586372,-2234.844168,312.1775031,-2641.820679,170.339971,182.2155614,261.6784702,239.0697404,131.6639704,25.85760019,272.0291363,79.26515411,241.7940222,507.2361394,194.4332318,577.8578206,-2550.986469,613.8968376,0.021091487,0.014769953,510.402592,514.0943223,964.0572261,0.319459532,0.060382717,37.71698437,2.153740365,19.80488553,0.001570979,3.774129167,25.30313649,1.072434713,1.353754013,8.469554394,0,0.306522266,38.02350664,22382.12143,0,5272.267061,601.3174882,179620.5121,2458.254403,30012.83375,27308.04603,9355.02675,3154.814375,1223.163055,1187.674832,20047.88794,8401.575024,343.0454845,747.802033,132570.9734,-0.000309967,-0.000110752,5.94E-06,5.34E-06,0.028520854,0.002750302,0.023350302,236.7817517,0.040975491,7.64E-07,17.28724791,1.506334009,9.03E-06,5.4112994,0.117718729,0.000171954,0.18231182,18.30796407,0.169204295,2.524553777,3298.248436,42.57368462,0,0.104189823,5651.724367,4327.984493,60.81075279,19803.15989,22.27671018,6716.129387,9584.357016,626.1345084,3212.237489,288.6406742,659.5732424,3415.370842,2421.56033,1228.889596,9.160129381,2.283264334,1,439,1769.621587,1166.194269,11.33767896,30.68215815,1.890923708,199.6056662,20.66165338,22.11613522,332.7405883,31.74683398,50.06558606,16.60020496,16.3075202,54.63052509,18.54352761,9.491765546,0.088295795,24.15430039,10.88270486,1,60150
Central,Paraguay,Central,,,Central,Paraguay,Central,,,,25.53808249,8322.84388,1718.941666,225.6118076,1484.517325,-2273.412075,320.8040203,-2645.233977,171.8117368,182.7890453,271.95361,260.2675225,132.7210143,35.75185639,187.142621,52.18414817,159.9514393,470.4954247,183.8828664,523.8791867,-2543.416993,929.6847352,0.232568067,0.089173904,508.8928367,512.4323469,961.2108742,0.49561326,0.25266423,22.8463831,2.258339822,10.11026043,0,7.518050276,29.47094248,2.109153187,15.43040271,5.162972226,0,4.904576146,27.75095925,18122.42793,0,4974.929425,580.9036954,116368.0584,2337.317194,24224.8927,26328.90651,9261.41801,3652.77545,1406.126396,956.1453638,18790.44703,8161.449819,270.9625982,863.0479805,82060.13824,-0.0010856,-0.000150242,1.15E-06,1.54E-06,-0.025115558,-0.060025774,-0.028542497,92.25641812,-0.000119106,-4.31E-06,9.828263146,0.834317421,6.68E-06,3.065527585,-0.007487013,6.35E-05,0.482464547,12.29526275,0.186708827,51.49365219,2485.194322,922.9849259,0,2.792554691,5868.13857,3740.48796,55.85432744,13819.26977,17.14411835,6291.481269,5953.714602,635.0563049,2810.818328,305.8435383,652.5148717,3062.775209,2199.05903,1168.87121,5.376100085,23.28829296,7,571,2910.45262,1156.119354,14.62233586,25.22613688,3.797270517,199.9398093,20.19865872,28.2916554,295.3472383,31.98120605,50.10787734,19.93922369,17.43867215,56.81523421,13.10177234,11.19495957,0.477749292,16.65060217,20.29946496,7,60708
Itapúa,Paraguay,Itapúa,,,ItapÃºa,Paraguay,ItapÃºa,,,,26.79690615,9847.030567,1623.370296,211.7478665,1900.537048,-2262.100609,309.0800118,-2642.456783,158.0864884,169.481141,258.3761851,229.447078,119.5925149,22.76428808,331.1558345,94.71364014,293.8309999,544.7002598,213.8914259,597.9892938,-2542.012504,928.6764411,0.2188018,0.056345963,501.5348901,504.9511054,941.7662219,0.309682082,0.29235355,41.99745676,4.426472968,24.30652525,0.000795393,2.377275442,16.32201601,1.553970183,1.498329496,6.888182489,0,0.309936374,42.30739314,20646.90515,0,5239.03475,614.6936712,187411.3937,2359.901542,31449.72475,27462.32822,9381.555777,3032.314859,1189.851121,1229.936188,20318.37536,8443.90563,351.4713736,734.151752,133592.7087,0.000355165,-0.001175324,5.96E-06,5.49E-06,-0.028337019,-0.016692964,0.003045737,188.6912554,0.009274038,-1.41E-06,20.65170214,1.784472793,1.09E-05,6.552109656,0.081924375,0.000289366,0.199905518,20.05647729,0.247981226,2.323966805,2182.510139,39.73583191,0,0.145073586,8028.04373,4110.025334,59.25484766,19322.83381,20.63168329,6606.038124,9616.80393,577.3855886,2987.859584,268.4838396,609.58171,3098.694642,2162.773675,1093.610231,9.692434917,5.628468218,1,439,1557.822404,1146.327558,15.41192915,38.87986048,3.251390353,199.2752163,25.08302125,25.30601066,336.3952013,33.43030821,51.64665677,21.98865374,15.93323108,54.27863315,18.3795386,9.271939931,0.112190958,26.76954325,11.46617766,1,60150
San Pedro,Paraguay,San Pedro,,,San Pedro,Paraguay,San Pedro,,,,24.16498162,8312.300228,1765.167656,230.1503258,1645.798922,-2217.208784,319.9720097,-2639.827969,181.1037924,193.1956826,268.8565416,253.3670636,141.7293018,32.78375644,213.9264569,58.06417567,178.4532475,511.7547012,191.5243942,558.7916584,-2553.257291,469.776562,0.046023695,0.041936084,517.2793831,521.0107292,982.8602193,0.298374885,0.026827771,29.1265382,4.3118217,25.96076285,0,5.280703822,26.82371378,0.666528477,2.786058751,4.938858122,0,0.098543911,29.22508211,25696.22721,5.81E-08,5138.052993,579.9355816,142523.5957,2611.904429,27180.44986,26923.31303,9313.976644,3384.478947,1301.917864,1093.556041,19608.10283,8312.535615,317.0932393,794.6878397,109004.4026,-0.001039505,-6.38E-05,1.93E-06,1.39E-06,-0.021139375,-0.095197136,-0.043077448,153.4845803,0.005592167,-1.39E-06,12.34265239,1.073018311,4.45E-06,3.847497708,0.010424044,7.13E-05,0.325280694,21.41067669,0.164069622,1.196830992,4896.98135,19.59185144,0,0.038290563,6823.229588,4286.907314,61.52496144,19314.29366,23.06669223,6784.211711,8762.17449,619.249445,3178.033826,288.9720171,667.9024377,3396.945597,2384.993396,1180.253425,8.845853571,13.89747871,1,439,2645.106671,1168.27196,11.73251487,25.50442747,1.837532803,199.846748,19.10454224,23.70986281,310.2986766,30.31139232,49.64616377,17.83653823,17.15297245,56.20359414,18.43307754,10.54129241,0.181791933,24.35319884,9.664273836,1,60150
REGIÃO AUTÓNOMA DO PRÍNCIPE,SÃ£o TomÃ© and PrÃncipe,,Príncipe,,Príncipe,Sao Tome and Principe,PrÃ­ncipe,,,,1.615105357,15864.95869,1365.468763,254.3967558,1732.102406,-2355.958834,274.8883453,-2717.259717,241.5951894,241.5951894,267.0577354,246.2415819,236.6087661,43.41948714,238.0709937,74.35238708,232.7737056,509.5639164,284.2764236,745.5686638,-2693.220432,-1826.058188,0,0,556.3639924,560.649049,1086.655393,0.223429523,0.231544094,17.72923565,0.06540596,59.46378772,0,2.592267873,3.565732407,9.886163317,5.917898615,0.55654526,0,0,17.72923565,41766.60335,0,8764.144849,655.4373822,275801.8755,2073.595315,32245.06429,26501.04667,9342.234135,3302.039584,1316.828973,1286.12991,19326.93388,8308.767574,364.7067783,818.1451909,168915.4242,0.00266707,0.003195864,-1.33E-05,-1.03E-05,0.105924147,8.93E-02,1.43E-02,167.9844821,-0.013864466,-6.24E-05,99.88313202,8.707504095,4.60E-05,31.19054587,-1.067076085,4.69E-03,0,27.81355186,0.673964228,3.394489166,151.0892057,57.08075877,0,0.029026599,14086.96992,2870.898271,33.30186939,17520.97697,15.59200104,4150.539731,5782.146699,371.0682811,2650.14815,350.3664433,447.677667,2368.530439,1451.536335,632.361061,24.20107844,1.16866979,1,27,4767.396002,1039.075253,22.44776792,35.58359145,9.028577346,188.360895,27.25765487,62.72047023,403.2459105,52.66679192,54.73944964,24.18827162,16.84806735,52.43434967,11.27931776,3.404413,0.196175739,18.0131019,11.69657068,1,30127
EAST,SierraLeone,Eastern,,,Eastern,Sierra Leone,Eastern,,,,8.227064492,16110.7215,1636.331656,250.9078358,2478.639793,-2113.000178,334.4332712,-2651.497699,234.7123013,252.7481275,272.5740393,234.8211101,204.8002821,75.52316303,1234.064682,9.851966729,36.30850994,130.7630712,430.1228782,1234.630562,-2601.867017,-1462.435578,0.003771073,0.003524172,585.3970981,590.1915534,1162.960754,0.265845686,0.0376848,45.8893047,1.148447133,41.62627224,0,0.008622118,10.7210856,0.10886043,0.125517633,0.277181329,0,0.087934853,45.97723955,17938.337,8.00E-06,6600.866043,344.4374549,76712.51397,1412.15376,20167.48635,25795.01572,9143.687696,3993.147972,1510.19714,760.0610538,17585.39806,7958.428601,210.3385768,899.326404,48959.54221,-0.000755522,-0.002018913,-2.02E-05,-1.61E-05,-0.036150014,-0.036456034,-0.016844659,301.4739297,-0.012590193,-7.04E-05,42.14000777,3.21727533,3.32E-05,13.5605816,-1.109326144,0.001463635,0.357568695,15.37235998,1.679685062,5.720933919,2505.966374,98.75019773,0,0.034905757,9297.194881,4570.356555,63.04475569,19613.51815,31.75151332,6800.744082,5522.243958,498.1720814,3034.272295,330.9648174,615.2460038,3164.925139,1967.95277,865.994822,20.50678833,2.377335718,1,30,10732.04005,1248.669226,12.59128792,27.59462018,22.83557143,199.4505373,20.40860539,25.45450891,272.6730149,29.32207221,47.12022162,18.84658186,15.12698849,51.72232193,36.94433338,10.48851802,0.022131628,54.74672502,7.806525635,1,30130
NORTH,SierraLeone,Northern,,,Northern,Sierra Leone,Northern,,,,9.137296719,14935.44242,1761.743114,258.7174692,2444.577184,-2123.905956,348.8696368,-2644.650784,240.0105551,265.0307164,283.1601343,240.1804142,205.3236731,90.15744703,1456.932165,5.417945147,19.10693667,129.6690656,510.8568789,1458.413395,-2587.954037,-1236.004734,0.114771956,0.034975675,603.3857078,607.9975702,1214.010166,0.256089363,0.032802408,32.33579926,8.955773405,19.92578506,0.003085228,0.018908064,35.55862865,0.318929498,1.093286656,1.77686124,0,0.018874946,32.3546742,31915.07442,4.71E-06,6161.932702,415.3853615,91898.36629,1790.283172,21829.86194,26127.32685,9197.35059,3830.915916,1440.073092,837.7016787,18130.02737,8059.909668,235.826239,864.2115681,63272.21403,-0.002229727,-0.000674509,-1.26E-05,-1.11E-05,-0.026327058,-0.051028924,-0.020357619,231.9319078,-0.015892703,-5.27E-05,36.91271573,2.927977678,2.92E-05,11.94955746,-0.806431102,0.00127709,1.713715014,13.12070512,1.638570799,3.783519197,5338.72949,68.61543294,0.009891408,0.116561742,10826.44798,4094.686207,50.14536829,13578.39149,17.97497382,6363.584696,3621.700601,566.2764541,2789.498733,315.3228409,631.7152141,3037.104359,2098.531812,1047.749701,14.10726649,7.225792638,7,44,7443.152167,1157.617704,14.79548471,28.96694305,21.39596254,199.0093441,22.40665626,28.03750314,279.0188506,29.19179575,50.17313728,22.19006109,16.54582842,51.3637592,24.86813208,10.48922591,0.091460419,38.73261752,6.392861132,7,30707
SOUTH,SierraLeone,Southern,,,Southern,Sierra Leone,Southern,,,,7.780267642,18857.7831,1577.957925,256.0047999,3063.83452,-2071.567318,323.9970829,-2663.316809,242.3906619,258.990112,271.4818499,242.3906619,220.3347818,81.48309497,1722.882204,13.3547006,46.95880106,211.8532853,607.2573167,1722.882204,-2627.837699,-1730.531431,0.542214965,0.138349523,603.1171237,607.7847138,1212.722563,0.227780757,0.043760867,46.97844773,0.319327618,40.04873063,0.008175453,0.233893382,4.240310738,1.886897417,5.117031457,1.046913827,0.000410683,0.082049457,47.06049718,18947.83825,5.84E-06,7206.277423,488.1812151,121054.2034,1611.211046,24877.47587,26482.09366,9243.626071,3533.502403,1359.372329,947.4137312,18706.74078,8174.085737,267.12402,821.8615688,81916.07983,-0.001053912,-0.001139131,-2.13E-06,-1.67E-06,-0.054630056,-0.050599968,-0.025943491,60.64866726,-0.027194822,-2.14E-05,18.8657294,1.397087169,1.62E-05,6.263884288,-0.23735234,0.000411674,0.263864599,4.174589988,1.292287528,4.491210265,2528.787786,82.09399822,0.055388712,0.012863468,10486.71906,4095.465073,55.81617455,18622.5936,26.21586612,6187.241724,5314.882831,518.6175195,2837.392409,317.1015728,626.5906805,3010.719705,1941.491491,867.9861027,14.60497794,17.87590527,1,30,11952.99902,1167.484171,12.65247643,27.25726661,27.27214823,199.7376566,20.59059893,27.22770042,247.0633299,25.42062532,49.60659401,18.67242689,16.32785683,50.85139482,24.01787233,7.584922209,0.274304778,38.81865469,7.566040729,1,30130
WEST,SierraLeone,Western,,,Western,Sierra Leone,Western,,,,8.337319264,19325.3734,1574.726913,256.1838868,3508.666502,-2128.610474,285.5458668,-2699.346737,244.5394771,259.9829475,265.4256842,244.5394771,233.6505117,104.9805577,2634.618296,9.652142438,30.28943392,263.4319429,900.8491006,2634.618296,-2679.604622,-1996.04639,0.311354182,0.124254426,579.1937762,583.8231748,1147.053001,0.448790869,0.121545734,28.16743441,1.18893431,43.00912959,0.105004143,0.286253304,8.312864292,5.828084129,8.699589354,0.144263221,0,4.150281712,32.31771612,30639.3413,6.84E-06,7177.977357,728.5723841,182075.0533,2184.54838,29670.49862,26705.61371,9307.491255,3301.256974,1327.282426,1171.382135,19449.9553,8285.045116,338.1043999,807.8104802,132711.8215,-0.000339077,-0.000696841,-1.84E-05,-1.30E-05,-0.019950152,0.006942568,0.005500913,129.8344105,-0.014222979,-5.17E-05,68.01185874,5.782405659,2.72E-05,21.4079903,-0.678359417,0.002926608,0.199035182,13.68776909,5.09119839,116.9105883,11847.83412,2036.465645,0.080029286,1.062925035,11714.49566,3020.316641,41.02963468,13269.58794,16.35219425,4896.982165,3340.134789,681.9913797,2465.223199,420.2275019,693.3604858,2638.177984,1918.82068,1075.916054,15.1469273,14.45787937,1,30,9351.886928,1130.162215,18.59888367,30.51665679,19.78501788,189.8825487,23.65737652,33.78198422,274.7422591,31.18991088,51.28116251,21.36547567,16.39101434,52.39560723,26.17373031,9.133940121,0.45998733,57.58303938,16.69522408,1,30130
